,Unnamed: 0,Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
264,265,200512080IND,https://www.basketball-reference.com/boxscores/pbp/200512080IND.html,Indiana Pacers,Washington Wizards,IND,WAS,J. O'Neal,J. Jeffries,B. Haywood,IND,WAS,Š. Jasikevičius,/players/j/jasiksa01.html,WAS,IND,J. O'Neal,/players/o/onealje01.html,J. Jeffries,/players/j/jeffrja01.html,0.0
265,266,200512080SAC,https://www.basketball-reference.com/boxscores/pbp/200512080SAC.html,Sacramento Kings,Houston Rockets,SAC,HOU,B. Miller,Y. Ming,D. Wesley,HOU,SAC,R. Bowen,/players/b/bowenry01.html,HOU,SAC,Y. Ming,/players/m/mingya01.html,B. Miller,/players/m/millebr01.html,1.0
266,267,200512090PHI,https://www.basketball-reference.com/boxscores/pbp/200512090PHI.html,Philadelphia 76ers,Charlotte Bobcats,PHI,CHA,Samuel Dalembert,Emeka Okafor,Melvin Ely,PHI,CHA,,,CHA,PHI,Samuel Dalembert,/players/d/dalemsa01.html,Emeka Okafor,/players/o/okafoem01.html,0.0
267,268,200512090CLE,https://www.basketball-reference.com/boxscores/pbp/200512090CLE.html,Cleveland Cavaliers,New Jersey Nets,CLE,NJN,Z. Ilgauskas,N. Krstić,L. Hughes,NJN,CLE,C. Robinson,/players/r/robincl02.html,CLE,NJN,N. Krstić,/players/k/krstine01.html,Z. Ilgauskas,/players/i/ilgauzy01.html,0.0
268,269,200512090MIA,https://www.basketball-reference.com/boxscores/pbp/200512090MIA.html,Miami Heat,Denver Nuggets,MIA,DEN,A. Mourning,M. Camby,D. Wade,DEN,MIA,M. Camby,/players/c/cambyma01.html,MIA,DEN,M. Camby,/players/c/cambyma01.html,A. Mourning,/players/m/mournal01.html,0.0
269,270,200512090MEM,https://www.basketball-reference.com/boxscores/pbp/200512090MEM.html,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,P. Gasol,E. Dampier,M. Daniels,MEM,DAL,D. Stoudamire,/players/s/stoudda01.html,DAL,MEM,P. Gasol,/players/g/gasolpa01.html,E. Dampier,/players/d/dampier01.html,0.0
270,271,200512090CHI,https://www.basketball-reference.com/boxscores/pbp/200512090CHI.html,Chicago Bulls,Los Angeles Lakers,CHI,LAL,T. Chandler,C. Mihm,C. Mihm,LAL,CHI,L. Odom,/players/o/odomla01.html,LAL,CHI,C. Mihm,/players/m/mihmch01.html,T. Chandler,/players/c/chandty01.html,1.0
271,272,200512090SAS,https://www.basketball-reference.com/boxscores/pbp/200512090SAS.html,San Antonio Spurs,Boston Celtics,SAS,BOS,R. Nesterović,K. Perkins,M. Ginóbili,SAS,BOS,M. Ginóbili,/players/g/ginobma01.html,SAS,BOS,R. Nesterović,/players/n/nestera01.html,K. Perkins,/players/p/perkike01.html,1.0
272,273,200512090UTA,https://www.basketball-reference.com/boxscores/pbp/200512090UTA.html,Utah Jazz,Seattle SuperSonics,UTA,SEA,G. Ostertag,R. Lewis,D. Brown,UTA,SEA,M. Okur,/players/o/okurme01.html,UTA,SEA,G. Ostertag,/players/o/ostergr01.html,R. Lewis,/players/l/lewisra02.html,1.0
273,274,200512090PHO,https://www.basketball-reference.com/boxscores/pbp/200512090PHO.html,Phoenix Suns,New York Knicks,PHO,NYK,K. Thomas,E. Curry,T. Ariza,PHO,NYK,R. Bell,/players/b/bellra01.html,NYK,PHO,K. Thomas,/players/t/thomaku01.html,E. Curry,/players/c/curryed01.html,0.0
274,275,200512090POR,https://www.basketball-reference.com/boxscores/pbp/200512090POR.html,Portland Trail Blazers,New Orleans/Oklahoma City Hornets,POR,NOK,J. Przybilla,P. Brown,R. Patterson,POR,NOK,V. Khryapa,/players/k/khryavi01.html,POR,NOK,J. Przybilla,/players/p/przybjo01.html,P. Brown,/players/b/brownpj01.html,1.0
275,276,200512090GSW,https://www.basketball-reference.com/boxscores/pbp/200512090GSW.html,Golden State Warriors,Detroit Pistons,GSW,DET,A. Foyle,B. Wallace,J. Richardson,DET,GSW,C. Billups,/players/b/billuch01.html,GSW,DET,B. Wallace,/players/w/wallabe01.html,A. Foyle,/players/f/foylead01.html,0.0
276,277,200512100ATL,https://www.basketball-reference.com/boxscores/pbp/200512100ATL.html,Atlanta Hawks,San Antonio Spurs,ATL,SAS,J. Smith,R. Nesterović,Z. Pachulia,ATL,SAS,Z. Pachulia,/players/p/pachuza01.html,ATL,SAS,J. Smith,/players/s/smithjo03.html,R. Nesterović,/players/n/nestera01.html,1.0
277,278,200512100ORL,https://www.basketball-reference.com/boxscores/pbp/200512100ORL.html,Orlando Magic,Denver Nuggets,ORL,DEN,D. Howard,M. Camby,D. Howard,DEN,ORL,G. Buckner,/players/b/buckngr01.html,ORL,DEN,M. Camby,/players/c/cambyma01.html,D. Howard,/players/h/howardw01.html,0.0
278,279,200512100WAS,https://www.basketball-reference.com/boxscores/pbp/200512100WAS.html,Washington Wizards,Chicago Bulls,WAS,CHI,J. Jeffries,M. Sweetney,J. Jeffries,WAS,CHI,J. Hayes,/players/h/hayesja01.html,WAS,CHI,J. Jeffries,/players/j/jeffrja01.html,M. Sweetney,/players/s/sweetmi01.html,1.0
279,280,200512100CHA,https://www.basketball-reference.com/boxscores/pbp/200512100CHA.html,Charlotte Bobcats,Toronto Raptors,CHA,TOR,E. Okafor,C. Bosh,C. Bosh,TOR,CHA,J. Calderón,/players/c/caldejo01.html,TOR,CHA,C. Bosh,/players/b/boshch01.html,E. Okafor,/players/o/okafoem01.html,1.0
280,281,200512100NJN,https://www.basketball-reference.com/boxscores/pbp/200512100NJN.html,New Jersey Nets,Philadelphia 76ers,NJN,PHI,N. Krstić,S. Dalembert,J. Kidd,NJN,PHI,C. Robinson,/players/r/robincl02.html,NJN,PHI,N. Krstić,/players/k/krstine01.html,S. Dalembert,/players/d/dalemsa01.html,1.0
281,282,200512100IND,https://www.basketball-reference.com/boxscores/pbp/200512100IND.html,Indiana Pacers,Memphis Grizzlies,IND,MEM,J. O'Neal,P. Gasol,J. O'Neal,IND,MEM,A. Croshere,/players/c/croshau01.html,IND,MEM,J. O'Neal,/players/o/onealje01.html,P. Gasol,/players/g/gasolpa01.html,1.0
282,283,200512100MIN,https://www.basketball-reference.com/boxscores/pbp/200512100MIN.html,Minnesota Timberwolves,Los Angeles Lakers,MIN,LAL,K. Garnett,C. Mihm,T. Hassell,MIN,LAL,M. Olowokandi,/players/o/olowomi01.html,MIN,LAL,K. Garnett,/players/g/garneke01.html,C. Mihm,/players/m/mihmch01.html,1.0
283,284,200512100DAL,https://www.basketball-reference.com/boxscores/pbp/200512100DAL.html,Dallas Mavericks,Boston Celtics,DAL,BOS,E. Dampier,K. Perkins,E. Dampier,DAL,BOS,D. Nowitzki,/players/n/nowitdi01.html,DAL,BOS,E. Dampier,/players/d/dampier01.html,K. Perkins,/players/p/perkike01.html,1.0
284,285,200512100MIL,https://www.basketball-reference.com/boxscores/pbp/200512100MIL.html,Milwaukee Bucks,Cleveland Cavaliers,MIL,CLE,Jamaal Magloire,Zydrunas Ilgauskas,Michael Redd,CLE,MIL,,,MIL,CLE,Zydrunas Ilgauskas,/players/i/ilgauzy01.html,Jamaal Magloire,/players/m/magloja01.html,0.0
285,286,200512100SEA,https://www.basketball-reference.com/boxscores/pbp/200512100SEA.html,Seattle SuperSonics,Sacramento Kings,SEA,SAC,R. Lewis,B. Miller,P. Stojaković,SEA,SAC,N. Collison,/players/c/collini01.html,SAC,SEA,R. Lewis,/players/l/lewisra02.html,B. Miller,/players/m/millebr01.html,0.0
286,287,200512100LAC,https://www.basketball-reference.com/boxscores/pbp/200512100LAC.html,Los Angeles Clippers,Phoenix Suns,LAC,PHO,C. Kaman,K. Thomas,C. Mobley,LAC,PHO,E. Brand,/players/b/brandel01.html,LAC,PHO,C. Kaman,/players/k/kamanch01.html,K. Thomas,/players/t/thomaku01.html,1.0
287,288,200512110MIA,https://www.basketball-reference.com/boxscores/pbp/200512110MIA.html,Miami Heat,Washington Wizards,MIA,WAS,A. Mourning,J. Jeffries,D. Wade,MIA,WAS,G. Payton,/players/p/paytoga01.html,MIA,WAS,A. Mourning,/players/m/mournal01.html,J. Jeffries,/players/j/jeffrja01.html,1.0
288,289,200512110LAC,https://www.basketball-reference.com/boxscores/pbp/200512110LAC.html,Los Angeles Clippers,Detroit Pistons,LAC,DET,C. Kaman,B. Wallace,C. Billups,DET,LAC,C. Billups,/players/b/billuch01.html,DET,LAC,B. Wallace,/players/w/wallabe01.html,C. Kaman,/players/k/kamanch01.html,1.0
289,290,200512110POR,https://www.basketball-reference.com/boxscores/pbp/200512110POR.html,Portland Trail Blazers,Houston Rockets,POR,HOU,J. Przybilla,Y. Ming,Z. Randolph,HOU,POR,J. Howard,/players/h/howarju01.html,POR,HOU,Y. Ming,/players/m/mingya01.html,J. Przybilla,/players/p/przybjo01.html,0.0
290,291,200512110SAC,https://www.basketball-reference.com/boxscores/pbp/200512110SAC.html,Sacramento Kings,New Orleans/Oklahoma City Hornets,SAC,NOK,B. Miller,P. Brown,D. Mason,NOK,SAC,C. Paul,/players/p/paulch01.html,NOK,SAC,P. Brown,/players/b/brownpj01.html,B. Miller,/players/m/millebr01.html,1.0
291,292,200512120PHI,https://www.basketball-reference.com/boxscores/pbp/200512120PHI.html,Philadelphia 76ers,Minnesota Timberwolves,PHI,MIN,S. Dalembert,K. Garnett,A. Iguodala,PHI,MIN,A. Iverson,/players/i/iversal01.html,PHI,MIN,S. Dalembert,/players/d/dalemsa01.html,K. Garnett,/players/g/garneke01.html,1.0
292,293,200512120NYK,https://www.basketball-reference.com/boxscores/pbp/200512120NYK.html,New York Knicks,Milwaukee Bucks,NYK,MIL,E. Curry,J. Magloire,C. Frye,MIL,NYK,M. Williams,/players/w/willima01.html,NYK,MIL,J. Magloire,/players/m/magloja01.html,E. Curry,/players/c/curryed01.html,0.0
293,294,200512120DAL,https://www.basketball-reference.com/boxscores/pbp/200512120DAL.html,Dallas Mavericks,Los Angeles Lakers,DAL,LAL,E. Dampier,C. Mihm,K. Bryant,DAL,LAL,J. Terry,/players/t/terryja01.html,LAL,DAL,E. Dampier,/players/d/dampier01.html,C. Mihm,/players/m/mihmch01.html,0.0
294,295,200512120PHO,https://www.basketball-reference.com/boxscores/pbp/200512120PHO.html,Phoenix Suns,New Orleans/Oklahoma City Hornets,PHO,NOK,K. Thomas,P. Brown,D. Mason,NOK,PHO,D. West,/players/w/westda01.html,NOK,PHO,P. Brown,/players/b/brownpj01.html,K. Thomas,/players/t/thomaku01.html,1.0
295,296,200512120UTA,https://www.basketball-reference.com/boxscores/pbp/200512120UTA.html,Utah Jazz,Detroit Pistons,UTA,DET,G. Ostertag,B. Wallace,T. Prince,DET,UTA,R. Wallace,/players/w/wallara01.html,DET,UTA,B. Wallace,/players/w/wallabe01.html,G. Ostertag,/players/o/ostergr01.html,1.0
296,297,200512130CLE,https://www.basketball-reference.com/boxscores/pbp/200512130CLE.html,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,Drew Gooden,Josh Smith,Royal Ivey,ATL,CLE,,,ATL,CLE,Josh Smith,/players/s/smithjo03.html,Drew Gooden,/players/g/goodedr01.html,1.0
297,298,200512130WAS,https://www.basketball-reference.com/boxscores/pbp/200512130WAS.html,Washington Wizards,New Jersey Nets,WAS,NJN,J. Jeffries,N. Krstić,B. Haywood,WAS,NJN,C. Atkins,/players/a/atkinch01.html,WAS,NJN,J. Jeffries,/players/j/jeffrja01.html,N. Krstić,/players/k/krstine01.html,1.0
298,299,200512130CHA,https://www.basketball-reference.com/boxscores/pbp/200512130CHA.html,Charlotte Bobcats,Denver Nuggets,CHA,DEN,E. Okafor,M. Camby,B. Knight,DEN,CHA,A. Miller,/players/m/millean02.html,CHA,DEN,M. Camby,/players/c/cambyma01.html,E. Okafor,/players/o/okafoem01.html,0.0
299,300,200512130MIN,https://www.basketball-reference.com/boxscores/pbp/200512130MIN.html,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,K. Garnett,B. Miller,M. Olowokandi,MIN,SAC,M. Olowokandi,/players/o/olowomi01.html,MIN,SAC,K. Garnett,/players/g/garneke01.html,B. Miller,/players/m/millebr01.html,1.0
300,301,200512130CHI,https://www.basketball-reference.com/boxscores/pbp/200512130CHI.html,Chicago Bulls,Miami Heat,CHI,MIA,M. Sweetney,S. O'Neal,S. O'Neal,MIA,CHI,G. Payton,/players/p/paytoga01.html,MIA,CHI,S. O'Neal,/players/o/onealsh01.html,M. Sweetney,/players/s/sweetmi01.html,1.0
301,302,200512130SAS,https://www.basketball-reference.com/boxscores/pbp/200512130SAS.html,San Antonio Spurs,Los Angeles Clippers,SAS,LAC,R. Nesterović,C. Kaman,T. Duncan,LAC,SAS,S. Cassell,/players/c/cassesa01.html,SAS,LAC,C. Kaman,/players/k/kamanch01.html,R. Nesterović,/players/n/nestera01.html,0.0
302,303,200512130SEA,https://www.basketball-reference.com/boxscores/pbp/200512130SEA.html,Seattle SuperSonics,Golden State Warriors,SEA,GSW,R. Lewis,A. Foyle,R. Allen,GSW,SEA,J. Richardson,/players/r/richaja01.html,SEA,GSW,A. Foyle,/players/f/foylead01.html,R. Lewis,/players/l/lewisra02.html,0.0
303,304,200512140PHI,https://www.basketball-reference.com/boxscores/pbp/200512140PHI.html,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,S. Dalembert,J. Smith,A. Iguodala,PHI,ATL,K. Korver,/players/k/korveky01.html,PHI,ATL,S. Dalembert,/players/d/dalemsa01.html,J. Smith,/players/s/smithjo03.html,1.0
304,305,200512140TOR,https://www.basketball-reference.com/boxscores/pbp/200512140TOR.html,Toronto Raptors,Chicago Bulls,TOR,CHI,C. Bosh,M. Sweetney,A. Nocioni,CHI,TOR,L. Deng,/players/d/denglu01.html,CHI,TOR,M. Sweetney,/players/s/sweetmi01.html,C. Bosh,/players/b/boshch01.html,1.0
305,306,200512140BOS,https://www.basketball-reference.com/boxscores/pbp/200512140BOS.html,Boston Celtics,Indiana Pacers,BOS,IND,K. Perkins,J. O'Neal,P. Pierce,IND,BOS,Š. Jasikevičius,/players/j/jasiksa01.html,BOS,IND,J. O'Neal,/players/o/onealje01.html,K. Perkins,/players/p/perkike01.html,0.0
306,307,200512140DET,https://www.basketball-reference.com/boxscores/pbp/200512140DET.html,Detroit Pistons,Sacramento Kings,DET,SAC,B. Wallace,B. Miller,R. Wallace,DET,SAC,C. Billups,/players/b/billuch01.html,DET,SAC,B. Wallace,/players/w/wallabe01.html,B. Miller,/players/m/millebr01.html,1.0
307,308,200512140NJN,https://www.basketball-reference.com/boxscores/pbp/200512140NJN.html,New Jersey Nets,Charlotte Bobcats,NJN,CHA,J. Collins,E. Okafor,N. Krstić,CHA,NJN,K. Rush,/players/r/rushka01.html,NJN,CHA,E. Okafor,/players/o/okafoem01.html,J. Collins,/players/c/collija04.html,0.0
308,309,200512140NYK,https://www.basketball-reference.com/boxscores/pbp/200512140NYK.html,New York Knicks,Orlando Magic,NYK,ORL,E. Curry,D. Howard,Q. Richardson,NYK,ORL,C. Frye,/players/f/fryech01.html,NYK,ORL,E. Curry,/players/c/curryed01.html,D. Howard,/players/h/howardw01.html,1.0
309,310,200512140DAL,https://www.basketball-reference.com/boxscores/pbp/200512140DAL.html,Dallas Mavericks,Phoenix Suns,DAL,PHO,E. Dampier,K. Thomas,B. Diaw,DAL,PHO,J. Terry,/players/t/terryja01.html,PHO,DAL,E. Dampier,/players/d/dampier01.html,K. Thomas,/players/t/thomaku01.html,0.0
310,311,200512140MEM,https://www.basketball-reference.com/boxscores/pbp/200512140MEM.html,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,P. Gasol,C. Mihm,S. Parker,MEM,LAL,D. Stoudamire,/players/s/stoudda01.html,LAL,MEM,P. Gasol,/players/g/gasolpa01.html,C. Mihm,/players/m/mihmch01.html,0.0
311,312,200512140MIL,https://www.basketball-reference.com/boxscores/pbp/200512140MIL.html,Milwaukee Bucks,Miami Heat,MIL,MIA,J. Magloire,S. O'Neal,U. Haslem,MIA,MIL,J. Posey,/players/p/poseyja01.html,MIA,MIL,S. O'Neal,/players/o/onealsh01.html,J. Magloire,/players/m/magloja01.html,1.0
312,313,200512140NOK,https://www.basketball-reference.com/boxscores/pbp/200512140NOK.html,New Orleans/Oklahoma City Hornets,Los Angeles Clippers,NOK,LAC,P. Brown,C. Kaman,D. West,LAC,NOK,C. Mobley,/players/m/moblecu01.html,NOK,LAC,C. Kaman,/players/k/kamanch01.html,P. Brown,/players/b/brownpj01.html,0.0
313,314,200512140UTA,https://www.basketball-reference.com/boxscores/pbp/200512140UTA.html,Utah Jazz,Portland Trail Blazers,UTA,POR,J. Collins,J. Przybilla,J. Collins,UTA,POR,A. Kirilenko,/players/k/kirilan01.html,UTA,POR,J. Collins,/players/c/collija03.html,J. Przybilla,/players/p/przybjo01.html,1.0
314,315,200512140GSW,https://www.basketball-reference.com/boxscores/pbp/200512140GSW.html,Golden State Warriors,Houston Rockets,GSW,HOU,A. Foyle,Y. Ming,B. Davis,HOU,GSW,J. Howard,/players/h/howarju01.html,GSW,HOU,Y. Ming,/players/m/mingya01.html,A. Foyle,/players/f/foylead01.html,0.0
315,316,200512150CLE,https://www.basketball-reference.com/boxscores/pbp/200512150CLE.html,Cleveland Cavaliers,Denver Nuggets,CLE,DEN,Z. Ilgauskas,F. Elson,L. James,DEN,CLE,G. Buckner,/players/b/buckngr01.html,CLE,DEN,F. Elson,/players/e/elsonfr01.html,Z. Ilgauskas,/players/i/ilgauzy01.html,0.0
316,317,200512150MIN,https://www.basketball-reference.com/boxscores/pbp/200512150MIN.html,Minnesota Timberwolves,San Antonio Spurs,MIN,SAS,K. Garnett,R. Nesterović,M. Olowokandi,MIN,SAS,M. Olowokandi,/players/o/olowomi01.html,MIN,SAS,K. Garnett,/players/g/garneke01.html,R. Nesterović,/players/n/nestera01.html,1.0
317,318,200512150SEA,https://www.basketball-reference.com/boxscores/pbp/200512150SEA.html,Seattle SuperSonics,Houston Rockets,SEA,HOU,V. Potapenko,Y. Ming,Y. Ming,HOU,SEA,J. Howard,/players/h/howarju01.html,HOU,SEA,Y. Ming,/players/m/mingya01.html,V. Potapenko,/players/p/potapvi01.html,1.0
318,319,200512160ATL,https://www.basketball-reference.com/boxscores/pbp/200512160ATL.html,Atlanta Hawks,New York Knicks,ATL,NYK,Josh Smith,Jerome James,Joe Johnson,ATL,NYK,,,ATL,NYK,Josh Smith,/players/s/smithjo03.html,Jerome James,/players/j/jamesje01.html,1.0
319,320,200512160IND,https://www.basketball-reference.com/boxscores/pbp/200512160IND.html,Indiana Pacers,Utah Jazz,IND,UTA,J. O'Neal,J. Collins,M. Okur,UTA,IND,D. Williams,/players/w/willide01.html,UTA,IND,J. Collins,/players/c/collija03.html,J. O'Neal,/players/o/onealje01.html,1.0
320,321,200512160TOR,https://www.basketball-reference.com/boxscores/pbp/200512160TOR.html,Toronto Raptors,Golden State Warriors,TOR,GSW,C. Bosh,A. Foyle,C. Bosh,TOR,GSW,J. Calderón,/players/c/caldejo01.html,TOR,GSW,C. Bosh,/players/b/boshch01.html,A. Foyle,/players/f/foylead01.html,1.0
321,322,200512160BOS,https://www.basketball-reference.com/boxscores/pbp/200512160BOS.html,Boston Celtics,Milwaukee Bucks,BOS,MIL,K. Perkins,J. Magloire,A. Bogut,BOS,MIL,R. Davis,/players/d/davisri01.html,MIL,BOS,K. Perkins,/players/p/perkike01.html,J. Magloire,/players/m/magloja01.html,0.0
322,323,200512160NJN,https://www.basketball-reference.com/boxscores/pbp/200512160NJN.html,New Jersey Nets,Denver Nuggets,NJN,DEN,J. Collins,F. Elson,G. Buckner,NJN,DEN,N. Krstić,/players/k/krstine01.html,DEN,NJN,J. Collins,/players/c/collija04.html,F. Elson,/players/e/elsonfr01.html,0.0
323,324,200512160DET,https://www.basketball-reference.com/boxscores/pbp/200512160DET.html,Detroit Pistons,Chicago Bulls,DET,CHI,B. Wallace,M. Sweetney,B. Wallace,DET,CHI,C. Billups,/players/b/billuch01.html,DET,CHI,B. Wallace,/players/w/wallabe01.html,M. Sweetney,/players/s/sweetmi01.html,1.0
324,325,200512160NOK,https://www.basketball-reference.com/boxscores/pbp/200512160NOK.html,New Orleans/Oklahoma City Hornets,Phoenix Suns,NOK,PHO,P. Brown,K. Thomas,D. Mason,NOK,PHO,D. Mason,/players/m/masonde01.html,NOK,PHO,P. Brown,/players/b/brownpj01.html,K. Thomas,/players/t/thomaku01.html,1.0
325,326,200512160PHI,https://www.basketball-reference.com/boxscores/pbp/200512160PHI.html,Philadelphia 76ers,Miami Heat,PHI,MIA,Samuel Dalembert,Shaquille O'Neal,Gary Payton,MIA,PHI,,,MIA,PHI,Shaquille O'Neal,/players/o/onealsh01.html,Samuel Dalembert,/players/d/dalemsa01.html,1.0
326,327,200512160DAL,https://www.basketball-reference.com/boxscores/pbp/200512160DAL.html,Dallas Mavericks,Orlando Magic,DAL,ORL,E. Dampier,D. Howard,G. Hill,DAL,ORL,D. Nowitzki,/players/n/nowitdi01.html,ORL,DAL,E. Dampier,/players/d/dampier01.html,D. Howard,/players/h/howardw01.html,0.0
327,328,200512160POR,https://www.basketball-reference.com/boxscores/pbp/200512160POR.html,Portland Trail Blazers,Seattle SuperSonics,POR,SEA,J. Przybilla,V. Potapenko,L. Ridnour,POR,SEA,V. Khryapa,/players/k/khryavi01.html,SEA,POR,J. Przybilla,/players/p/przybjo01.html,V. Potapenko,/players/p/potapvi01.html,0.0
328,329,200512160LAL,https://www.basketball-reference.com/boxscores/pbp/200512160LAL.html,Los Angeles Lakers,Washington Wizards,LAL,WAS,C. Mihm,J. Jeffries,G. Arenas,WAS,LAL,G. Arenas,/players/a/arenagi01.html,WAS,LAL,J. Jeffries,/players/j/jeffrja01.html,C. Mihm,/players/m/mihmch01.html,1.0
329,330,200512170LAC,https://www.basketball-reference.com/boxscores/pbp/200512170LAC.html,Los Angeles Clippers,Houston Rockets,LAC,HOU,C. Kaman,Y. Ming,E. Brand,HOU,LAC,D. Wesley,/players/w/wesleda01.html,LAC,HOU,Y. Ming,/players/m/mingya01.html,C. Kaman,/players/k/kamanch01.html,0.0
330,331,200512170CHA,https://www.basketball-reference.com/boxscores/pbp/200512170CHA.html,Charlotte Bobcats,Detroit Pistons,CHA,DET,E. Okafor,B. Wallace,E. Okafor,CHA,DET,B. Knight,/players/k/knighbr01.html,CHA,DET,E. Okafor,/players/o/okafoem01.html,B. Wallace,/players/w/wallabe01.html,1.0
331,332,200512170CLE,https://www.basketball-reference.com/boxscores/pbp/200512170CLE.html,Cleveland Cavaliers,Miami Heat,CLE,MIA,Z. Ilgauskas,S. O'Neal,Z. Ilgauskas,CLE,MIA,L. Hughes,/players/h/hughela01.html,CLE,MIA,Z. Ilgauskas,/players/i/ilgauzy01.html,S. O'Neal,/players/o/onealsh01.html,1.0
332,333,200512170NYK,https://www.basketball-reference.com/boxscores/pbp/200512170NYK.html,New York Knicks,Indiana Pacers,NYK,IND,J. James,J. O'Neal,A. Croshere,NYK,IND,S. Marbury,/players/m/marbust01.html,IND,NYK,J. James,/players/j/jamesje01.html,J. O'Neal,/players/o/onealje01.html,0.0
333,334,200512170MEM,https://www.basketball-reference.com/boxscores/pbp/200512170MEM.html,Memphis Grizzlies,Phoenix Suns,MEM,PHO,P. Gasol,K. Thomas,P. Gasol,MEM,PHO,E. Jones,/players/j/jonesed02.html,MEM,PHO,P. Gasol,/players/g/gasolpa01.html,K. Thomas,/players/t/thomaku01.html,1.0
334,335,200512170CHI,https://www.basketball-reference.com/boxscores/pbp/200512170CHI.html,Chicago Bulls,Boston Celtics,CHI,BOS,M. Sweetney,K. Perkins,A. Nocioni,BOS,CHI,M. Blount,/players/b/blounma01.html,CHI,BOS,K. Perkins,/players/p/perkike01.html,M. Sweetney,/players/s/sweetmi01.html,0.0
335,336,200512170MIL,https://www.basketball-reference.com/boxscores/pbp/200512170MIL.html,Milwaukee Bucks,Utah Jazz,MIL,UTA,J. Magloire,J. Collins,D. Williams,UTA,MIL,D. Williams,/players/w/willide01.html,UTA,MIL,J. Collins,/players/c/collija03.html,J. Magloire,/players/m/magloja01.html,1.0
336,337,200512170SAS,https://www.basketball-reference.com/boxscores/pbp/200512170SAS.html,San Antonio Spurs,Sacramento Kings,SAS,SAC,R. Nesterović,B. Miller,T. Duncan,SAC,SAS,S. Abdur-Rahim,/players/a/abdursh01.html,SAS,SAC,B. Miller,/players/m/millebr01.html,R. Nesterović,/players/n/nestera01.html,0.0
